location,specificLocation,time,itemType,crowdLevel,lostCount,weather,dayType
Bird Nest Canteen,Bird Nest Canteen,07:30,wallet,high,7,windy,weekday
New Building Canteen,New Building Canteen,11:44,keys,high,10,rainy,weekday
New Building Canteen,New Building Canteen,22:05,waterbottle,medium,10,sunny,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,10:24,keys,high,10,cloudy,weekday
New Building Canteen,New Building Canteen,13:48,waterbottle,high,8,windy,weekend
Juice Bar,Juice Bar,17:14,phone,medium,7,windy,weekday
Juice Bar,Juice Bar,11:33,waterbottle,medium,5,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,05:14,document,low,5,windy,weekend
New Building Canteen,New Building Canteen,07:19,waterbottle,high,10,cloudy,weekday
3rd Floor Study Area,3rd Floor Study Area,07:05,waterbottle,low,10,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,07:38,laptop,high,7,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,03:00,document,medium,5,cloudy,weekday
Basement Canteen,Basement Canteen,15:49,waterbottle,high,10,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,21:13,wallet,medium,3,cloudy,weekend
Basement Canteen,Basement Canteen,17:47,laptop,high,9,rainy,weekday
Basement Canteen,Basement Canteen,17:24,card,high,8,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,11:50,phone,high,10,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,09:22,wallet,medium,3,cloudy,weekend
Anohana Canteen,Anohana Canteen,20:15,document,low,10,sunny,weekend
New Building Canteen,New Building Canteen,17:37,card,high,6,sunny,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,14:48,waterbottle,low,8,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,16:00,laptop,high,5,sunny,weekday
3rd Floor Study Area,3rd Floor Study Area,09:46,phone,medium,8,cloudy,weekday
Library,Library - 2nd Floor,10:01,waterbottle,medium,6,windy,weekday
Basement Canteen,Basement Canteen,13:13,card,high,10,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,21:24,wallet,high,9,rainy,weekday
Library,Library - 2nd Floor,10:27,card,medium,10,rainy,weekday
New Building Canteen,New Building Canteen,17:29,wallet,high,10,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,20:07,waterbottle,medium,8,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,11:31,keys,medium,5,sunny,weekday
Library,Library - 2nd Floor,23:54,wallet,medium,3,cloudy,weekday
New Building Canteen,New Building Canteen,03:36,keys,medium,2,rainy,weekend
Library,Library - 2nd Floor,19:13,waterbottle,medium,7,sunny,weekday
New Building Canteen,New Building Canteen,12:42,card,high,10,windy,weekday
3rd Floor Study Area,3rd Floor Study Area,23:13,phone,medium,4,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,20:16,backpack,medium,6,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,12:39,waterbottle,high,9,sunny,weekday
P and S Cafeteria,P and S Cafeteria,09:38,laptop,high,10,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,15:23,phone,medium,7,sunny,weekday
Old Library Space,Old Library Space - Reading Room,11:28,phone,high,9,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,23:39,waterbottle,low,1,sunny,weekend
Juice Bar,Juice Bar,10:35,document,high,8,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,19:12,backpack,medium,10,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,13:07,waterbottle,high,10,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,21:49,backpack,medium,4,sunny,weekday
P and S Cafeteria,P and S Cafeteria,17:19,backpack,high,10,sunny,weekday
P and S Cafeteria,P and S Cafeteria,16:38,keys,high,9,cloudy,weekend
Old Library Space,Old Library Space - Computer Section,22:43,wallet,medium,6,rainy,weekend
Old Library Space,Old Library Space - Computer Section,04:55,waterbottle,high,4,windy,weekend
P and S Cafeteria,P and S Cafeteria,23:31,waterbottle,medium,6,windy,weekend
Bird Nest Study Area,Bird Nest Study Area,13:23,card,medium,6,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,09:14,phone,medium,9,rainy,weekend
Library,Library - 1st Floor,13:06,wallet,high,5,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:48,waterbottle,high,10,windy,weekend
Business Faculty Study Area,Business Faculty Study Area,19:07,phone,medium,5,rainy,weekday
Juice Bar,Juice Bar,13:38,card,medium,7,sunny,weekday
Juice Bar,Juice Bar,20:56,card,low,2,rainy,weekday
Library,Library - 2nd Floor,19:34,waterbottle,medium,7,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,15:27,phone,medium,9,rainy,weekday
Library,Library - 1st Floor,22:46,wallet,low,1,windy,weekend
P and S Cafeteria,P and S Cafeteria,11:24,phone,high,10,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,23:48,keys,high,6,sunny,weekday
3rd Floor Study Area,3rd Floor Study Area,00:05,waterbottle,medium,4,cloudy,weekend
Library,Library - 1st Floor,20:25,waterbottle,medium,8,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,12:48,card,medium,8,windy,weekend
Bird Nest Canteen,Bird Nest Canteen,20:17,backpack,high,10,rainy,weekday
Juice Bar,Juice Bar,11:49,waterbottle,low,3,windy,weekend
Juice Bar,Juice Bar,18:00,wallet,low,4,sunny,weekend
Business Faculty Study Area,Business Faculty Study Area,20:01,phone,high,6,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,22:13,keys,medium,4,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,21:51,wallet,medium,5,sunny,weekend
Old Library Space,Old Library Space - Reading Room,21:25,phone,medium,4,sunny,weekend
P and S Cafeteria,P and S Cafeteria,19:36,keys,high,10,rainy,weekend
New Building Canteen,New Building Canteen,11:50,card,high,10,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:04,phone,high,10,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,08:42,wallet,high,6,rainy,weekday
Library,Library - 1st Floor,11:32,waterbottle,medium,6,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,14:28,keys,high,6,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,06:19,waterbottle,medium,8,cloudy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,13:48,backpack,medium,8,cloudy,weekday
Anohana Canteen,Anohana Canteen,15:47,laptop,low,2,sunny,weekend
New Building Canteen,New Building Canteen,13:07,phone,high,10,windy,weekday
Library,Library - 2nd Floor,11:28,keys,medium,5,sunny,weekday
Library,Library - 2nd Floor,15:34,keys,high,7,windy,weekday
Anohana Canteen,Anohana Canteen,11:54,laptop,medium,1,sunny,weekday
P and S Cafeteria,P and S Cafeteria,14:04,wallet,high,10,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:11,waterbottle,high,9,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,10:59,phone,high,10,sunny,weekday
Library,Library - 2nd Floor,15:59,phone,high,8,cloudy,weekday
New Building Canteen,New Building Canteen,12:13,waterbottle,high,9,sunny,weekday
P and S Cafeteria,P and S Cafeteria,22:03,waterbottle,medium,8,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,19:37,waterbottle,high,10,cloudy,weekday
Old Library Space,Old Library Space - Reading Room,12:51,keys,high,3,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,14:17,waterbottle,medium,8,cloudy,weekend
New Building Canteen,New Building Canteen,15:58,phone,medium,10,rainy,weekend
3rd Floor Study Area,3rd Floor Study Area,17:11,backpack,high,5,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,15:15,waterbottle,medium,5,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,22:38,waterbottle,low,4,rainy,weekend
Business Faculty Study Area,Business Faculty Study Area,10:10,waterbottle,medium,7,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,22:55,wallet,medium,1,sunny,weekday
Old Library Space,Old Library Space - Computer Section,21:17,wallet,medium,1,windy,weekday
Anohana Canteen,Anohana Canteen,14:19,waterbottle,high,10,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,17:05,document,medium,1,cloudy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,19:29,backpack,high,9,sunny,weekday
Library,Library - 1st Floor,22:49,backpack,medium,4,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,20:44,wallet,medium,7,windy,weekday
New Building Canteen,New Building Canteen,19:48,waterbottle,high,10,rainy,weekend
P and S Cafeteria,P and S Cafeteria,20:25,waterbottle,high,8,sunny,weekday
Library,Library - 1st Floor,22:15,wallet,low,1,windy,weekend
P and S Cafeteria,P and S Cafeteria,06:21,phone,medium,7,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,11:18,waterbottle,medium,7,rainy,weekday
New Building Canteen,New Building Canteen,14:51,waterbottle,high,8,sunny,weekday
New Building Canteen,New Building Canteen,16:34,card,high,10,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,06:21,laptop,medium,10,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,21:10,keys,high,8,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,02:50,phone,medium,5,windy,weekday
Juice Bar,Juice Bar,17:47,waterbottle,medium,6,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,11:41,card,high,10,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,18:32,waterbottle,high,10,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,20:42,wallet,high,10,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:43,backpack,high,9,cloudy,weekday
Anohana Canteen,Anohana Canteen,19:29,keys,high,10,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,22:37,wallet,medium,6,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,19:08,wallet,medium,5,rainy,weekend
New Building Canteen,New Building Canteen,11:00,phone,high,10,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,09:53,waterbottle,high,9,sunny,weekday
Basement Canteen,Basement Canteen,18:55,backpack,low,2,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,08:20,card,medium,5,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,20:34,keys,high,10,rainy,weekday
Library,Library - 1st Floor,17:48,document,high,9,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,16:53,wallet,medium,4,sunny,weekend
Business Faculty Study Area,Business Faculty Study Area,12:34,waterbottle,high,9,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,10:44,waterbottle,high,6,rainy,weekday
Basement Canteen,Basement Canteen,01:19,backpack,medium,4,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,11:22,wallet,medium,5,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,21:21,waterbottle,medium,6,cloudy,weekday
New Building Canteen,New Building Canteen,11:44,waterbottle,high,9,sunny,weekday
Old Library Space,Old Library Space - Computer Section,17:04,waterbottle,high,6,windy,weekday
Library,Library - 2nd Floor,13:37,phone,medium,5,windy,weekend
New Building Canteen,New Building Canteen,23:38,phone,medium,10,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,11:52,document,high,9,windy,weekend
New Building Canteen,New Building Canteen,12:14,backpack,high,10,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,00:29,document,low,9,cloudy,weekday
3rd Floor Study Area,3rd Floor Study Area,01:28,keys,low,10,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,19:30,wallet,high,3,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,13:52,keys,high,10,rainy,weekday
P and S Cafeteria,P and S Cafeteria,06:05,keys,medium,2,rainy,weekend
Library,Library - 2nd Floor,10:20,wallet,medium,5,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,19:27,keys,medium,7,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,18:18,waterbottle,high,8,rainy,weekday
Old Library Space,Old Library Space - 2nd Floor Study Area,03:08,document,medium,3,sunny,weekend
P and S Cafeteria,P and S Cafeteria,06:20,backpack,high,8,sunny,weekday
Old Library Space,Old Library Space - Reading Room,09:10,waterbottle,medium,6,rainy,weekend
New Building Canteen,New Building Canteen,08:37,keys,high,10,sunny,weekend
New Building Canteen,New Building Canteen,13:35,waterbottle,high,10,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,23:30,waterbottle,medium,7,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,09:27,keys,high,5,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,09:34,wallet,high,5,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,14:04,waterbottle,high,9,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,14:47,card,low,2,cloudy,weekday
Juice Bar,Juice Bar,21:09,card,low,2,windy,weekend
Basement Canteen,Basement Canteen,08:59,laptop,low,5,cloudy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,15:13,wallet,medium,4,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,19:40,waterbottle,high,10,sunny,weekend
Library,Library - 2nd Floor,20:05,waterbottle,medium,6,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,23:32,phone,medium,7,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,14:18,waterbottle,high,10,rainy,weekday
3rd Floor Study Area,3rd Floor Study Area,20:23,card,medium,3,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,02:05,document,low,8,windy,weekend
Anohana Canteen,Anohana Canteen,09:42,phone,high,10,sunny,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,20:09,waterbottle,medium,7,sunny,weekday
P and S Cafeteria,P and S Cafeteria,17:48,wallet,medium,8,cloudy,weekend
Bird Nest Study Area,Bird Nest Study Area,17:42,waterbottle,high,7,rainy,weekday
Juice Bar,Juice Bar,17:10,wallet,medium,1,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:31,phone,high,10,rainy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,07:05,waterbottle,medium,8,cloudy,weekday
Library,Library - 1st Floor,23:20,waterbottle,medium,5,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,18:28,phone,low,2,cloudy,weekend
Bird Nest Study Area,Bird Nest Study Area,14:27,card,medium,5,cloudy,weekend
Anohana Canteen,Anohana Canteen,04:06,wallet,medium,4,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,07:40,laptop,high,8,cloudy,weekday
New Building Canteen,New Building Canteen,17:19,laptop,high,4,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,17:41,waterbottle,medium,5,cloudy,weekend
Juice Bar,Juice Bar,09:05,wallet,low,1,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,06:44,laptop,medium,5,sunny,weekend
P and S Cafeteria,P and S Cafeteria,15:27,phone,high,10,cloudy,weekday
New Building Canteen,New Building Canteen,12:29,phone,high,9,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,14:45,wallet,high,4,cloudy,weekday
Library,Library - 2nd Floor,21:37,phone,medium,8,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,12:24,card,high,10,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,22:05,card,medium,8,cloudy,weekday
Library,Library - 2nd Floor,13:00,wallet,medium,8,windy,weekend
New Building Canteen,New Building Canteen,17:11,wallet,high,9,windy,weekday
New Building Canteen,New Building Canteen,14:15,card,high,10,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,18:49,keys,low,2,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,07:41,waterbottle,high,9,cloudy,weekday
New Building Canteen,New Building Canteen,22:43,card,medium,5,sunny,weekend
New Building Canteen,New Building Canteen,18:39,waterbottle,high,10,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,12:50,waterbottle,medium,7,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:00,waterbottle,high,10,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,22:30,waterbottle,low,2,windy,weekend
3rd Floor Study Area,3rd Floor Study Area,21:43,backpack,low,4,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,22:54,backpack,medium,9,windy,weekday
Old Library Space,Old Library Space - Reference Section,04:41,waterbottle,high,5,rainy,weekend
Library,Library - 1st Floor,13:40,waterbottle,medium,5,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,08:20,wallet,high,9,rainy,weekday
Old Library Space,Old Library Space - Computer Section,16:04,wallet,medium,6,windy,weekend
New Building Canteen,New Building Canteen,20:17,phone,high,1,sunny,weekday
New Building Canteen,New Building Canteen,10:51,wallet,high,9,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,13:21,waterbottle,high,10,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,20:34,keys,medium,4,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,16:18,backpack,medium,7,sunny,weekend
Business Faculty Study Area,Business Faculty Study Area,18:40,wallet,medium,3,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,23:09,waterbottle,low,2,windy,weekend
New Building Canteen,New Building Canteen,09:58,keys,high,10,sunny,weekday
Juice Bar,Juice Bar,07:55,card,low,4,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,08:09,phone,medium,3,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,08:41,wallet,medium,6,sunny,weekday
New Building Canteen,New Building Canteen,07:18,waterbottle,high,9,windy,weekday
P and S Cafeteria,P and S Cafeteria,07:19,wallet,high,6,rainy,weekday
New Building Canteen,New Building Canteen,13:57,laptop,high,7,rainy,weekday
P and S Cafeteria,P and S Cafeteria,17:48,wallet,medium,3,sunny,weekend
P and S Cafeteria,P and S Cafeteria,09:08,waterbottle,high,10,sunny,weekday
Juice Bar,Juice Bar,09:38,backpack,low,4,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,09:57,keys,high,8,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,06:53,backpack,low,5,rainy,weekend
Juice Bar,Juice Bar,12:38,phone,medium,5,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,07:55,wallet,low,2,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,18:20,wallet,medium,4,rainy,weekday
Anohana Canteen,Anohana Canteen,13:04,phone,high,10,cloudy,weekday
Old Library Space,Old Library Space - Reading Room,13:27,waterbottle,medium,8,rainy,weekend
New Building Canteen,New Building Canteen,21:34,wallet,medium,7,cloudy,weekend
Juice Bar,Juice Bar,10:58,backpack,low,3,sunny,weekend
