location,time,itemType,crowdLevel,lostCount,weather,dayType,timestamp,incident_occurred,reported_at
Anohana Canteen,13:24,bag,very_high,7,sunny,weekend,2024-10-05 13:24:53,,
3rd Floor Study Area,13:27,laptop,very_high,2,rainy,weekend,2024-10-05 13:27:41,,
Old Library Space,13:28,other,medium,3,cloudy,weekend,2024-10-05 13:28:54,,
Business Faculty Study Area,13:32,document,high,2,cloudy,weekend,2024-10-05 13:32:00,,
P and S Cafeteria,13:47,other,medium,2,sunny,weekend,2024-10-05 13:47:56,,
Library,14:03,laptop,high,5,cloudy,weekend,2024-10-05 14:03:50,,
New Building Canteen,14:14,bag,very_high,4,rainy,weekend,2024-10-05 14:14:25,,
Basement Canteen,14:16,other,medium,3,sunny,weekend,2024-10-05 14:16:11,,
Bird Nest Study Area,14:25,keys,medium,3,sunny,weekend,2024-10-05 14:25:31,,
Anohana Canteen,14:28,wallet,high,5,sunny,weekend,2024-10-05 14:28:06,,
Bird Nest Canteen,14:28,other,very_high,1,sunny,weekend,2024-10-05 14:28:35,,
P and S Cafeteria,14:37,bag,medium,4,sunny,weekend,2024-10-05 14:37:52,,
Juice Bar,14:53,bag,high,5,rainy,weekend,2024-10-05 14:53:18,,
Library outdoor Space storage,15:00,document,very_high,1,cloudy,weekend,2024-10-05 15:00:56,,
Study Area 4th Floor New Building,15:05,laptop,very_high,4,cloudy,weekend,2024-10-05 15:05:49,,
Anohana Canteen,15:28,bag,high,13,stormy,weekend,2024-10-05 15:28:04,,
Bird Nest Canteen,15:36,bag,high,8,stormy,weekend,2024-10-05 15:36:43,,
P and S Cafeteria,15:40,keys,high,9,rainy,weekend,2024-10-05 15:40:51,,
Business Faculty Study Area,16:05,wallet,very_high,5,cloudy,weekend,2024-10-05 16:05:57,,
Main Building 5th floor outside space Storage Cabin,16:06,wallet,high,1,cloudy,weekend,2024-10-05 16:06:17,,
Library,16:11,bag,high,1,cloudy,weekend,2024-10-05 16:11:52,,
Old Library Space,16:14,document,high,5,stormy,weekend,2024-10-05 16:14:18,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,16:14,phone,very_high,1,sunny,weekend,2024-10-05 16:14:29,,
Basement Canteen,16:29,wallet,high,6,sunny,weekend,2024-10-05 16:29:50,,
Bird Nest Study Area,16:40,laptop,high,1,sunny,weekend,2024-10-05 16:40:40,,
New Building Canteen,16:45,other,very_high,5,sunny,weekend,2024-10-05 16:45:50,,
P and S Cafeteria,16:52,bag,high,12,sunny,weekend,2024-10-05 16:52:55,,
Anohana Canteen,16:57,wallet,medium,1,rainy,weekend,2024-10-05 16:57:49,,
Bird Nest Canteen,17:09,keys,high,3,sunny,weekend,2024-10-05 17:09:27,,
3rd Floor Study Area,17:31,laptop,medium,3,sunny,weekend,2024-10-05 17:31:15,,
P and S Cafeteria,17:55,document,high,6,sunny,weekend,2024-10-05 17:55:04,,
Study Area 4th Floor New Building,18:07,other,low,1,cloudy,weekend,2024-10-05 18:07:29,,
P and S Cafeteria,18:48,wallet,low,9,cloudy,weekend,2024-10-05 18:48:51,,
Old Library Space,18:54,laptop,low,4,sunny,weekend,2024-10-05 18:54:44,,
Library,18:55,other,low,3,sunny,weekend,2024-10-05 18:55:36,,
P and S Cafeteria,19:40,laptop,low,7,sunny,weekend,2024-10-05 19:40:36,,
Library,21:46,phone,low,4,sunny,weekend,2024-10-05 21:46:02,,
Library,08:06,phone,high,3,cloudy,weekend,2024-10-06 08:06:12,,
P and S Cafeteria,08:31,keys,medium,7,cloudy,weekend,2024-10-06 08:31:25,,
Bird Nest Canteen,08:48,bag,medium,6,stormy,weekend,2024-10-06 08:48:03,,
Anohana Canteen,08:54,keys,high,6,cloudy,weekend,2024-10-06 08:54:17,,
Juice Bar,09:19,other,medium,3,rainy,weekend,2024-10-06 09:19:04,,
New Building Bio Laboratory outside space Storage Cabins,09:19,keys,high,2,cloudy,weekend,2024-10-06 09:19:58,,
P and S Cafeteria,09:26,keys,high,5,sunny,weekend,2024-10-06 09:26:05,,
Old Library Space,09:26,other,very_high,2,stormy,weekend,2024-10-06 09:26:32,,
New Building Canteen,09:35,laptop,high,6,sunny,weekend,2024-10-06 09:35:29,,
Library outdoor Space storage,09:38,keys,high,3,sunny,weekend,2024-10-06 09:38:16,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,09:58,laptop,very_high,1,sunny,weekend,2024-10-06 09:58:31,,
Bird Nest Canteen,10:02,laptop,very_high,9,sunny,weekend,2024-10-06 10:02:07,,
Basement Canteen,10:06,wallet,high,5,cloudy,weekend,2024-10-06 10:06:05,,
Business Faculty Study Area,10:16,wallet,very_high,2,sunny,weekend,2024-10-06 10:16:07,,
Anohana Canteen,10:19,bag,very_high,5,cloudy,weekend,2024-10-06 10:19:45,,
P and S Cafeteria,10:27,keys,high,9,stormy,weekend,2024-10-06 10:27:18,,
Bird Nest Study Area,10:43,laptop,high,2,stormy,weekend,2024-10-06 10:43:05,,
Bird Nest Canteen,11:10,other,high,6,rainy,weekend,2024-10-06 11:10:32,,
Library,11:11,laptop,high,6,rainy,weekend,2024-10-06 11:11:17,,
New Building Canteen,11:14,laptop,medium,2,cloudy,weekend,2024-10-06 11:14:26,,
Main Building 5th floor outside space Storage Cabin,11:33,laptop,high,2,stormy,weekend,2024-10-06 11:33:17,,
Juice Bar,11:34,document,medium,3,sunny,weekend,2024-10-06 11:34:25,,
Anohana Canteen,11:40,other,high,2,cloudy,weekend,2024-10-06 11:40:52,,
Basement Canteen,11:41,keys,medium,2,stormy,weekend,2024-10-06 11:41:01,,
P and S Cafeteria,11:44,document,medium,6,rainy,weekend,2024-10-06 11:44:35,,
Old Library Space,12:18,document,high,4,cloudy,weekend,2024-10-06 12:18:05,,
3rd Floor Study Area,12:19,laptop,medium,3,cloudy,weekend,2024-10-06 12:19:17,,
Study Area 4th Floor New Building,12:27,keys,medium,4,sunny,weekend,2024-10-06 12:27:28,,
Anohana Canteen,12:43,document,very_high,4,stormy,weekend,2024-10-06 12:43:22,,
New Building Canteen,12:45,other,high,7,sunny,weekend,2024-10-06 12:45:30,,
Bird Nest Canteen,12:58,other,high,10,sunny,weekend,2024-10-06 12:58:15,,
P and S Cafeteria,13:08,other,medium,3,sunny,weekend,2024-10-06 13:08:42,,
Business Faculty Study Area,13:09,phone,high,2,cloudy,weekend,2024-10-06 13:09:20,,
Bird Nest Study Area,13:15,document,medium,2,sunny,weekend,2024-10-06 13:15:56,,
Basement Canteen,13:38,phone,high,3,cloudy,weekend,2024-10-06 13:38:10,,
Anohana Canteen,13:48,bag,medium,3,sunny,weekend,2024-10-06 13:48:20,,
Library,13:50,keys,very_high,4,sunny,weekend,2024-10-06 13:50:44,,
Juice Bar,13:54,laptop,high,6,sunny,weekend,2024-10-06 13:54:30,,
P and S Cafeteria,14:02,laptop,high,9,cloudy,weekend,2024-10-06 14:02:25,,
New Building Bio Laboratory outside space Storage Cabins,14:08,phone,medium,2,sunny,weekend,2024-10-06 14:08:34,,
Bird Nest Canteen,14:21,laptop,very_high,8,cloudy,weekend,2024-10-06 14:21:17,,
Library outdoor Space storage,14:30,bag,very_high,1,sunny,weekend,2024-10-06 14:30:51,,
Basement Canteen,15:00,laptop,high,6,stormy,weekend,2024-10-06 15:00:25,,
New Building Canteen,15:06,phone,very_high,5,cloudy,weekend,2024-10-06 15:06:23,,
Study Area 4th Floor New Building,15:06,other,high,2,rainy,weekend,2024-10-06 15:06:59,,
Old Library Space,15:16,laptop,medium,1,rainy,weekend,2024-10-06 15:16:26,,
P and S Cafeteria,15:17,phone,high,8,sunny,weekend,2024-10-06 15:17:45,,
Anohana Canteen,15:22,laptop,high,4,cloudy,weekend,2024-10-06 15:22:15,,
Bird Nest Study Area,15:41,keys,very_high,1,rainy,weekend,2024-10-06 15:41:43,,
Bird Nest Canteen,16:02,other,very_high,5,sunny,weekend,2024-10-06 16:02:32,,
P and S Cafeteria,16:05,keys,very_high,10,sunny,weekend,2024-10-06 16:05:56,,
Library,16:06,document,very_high,3,sunny,weekend,2024-10-06 16:06:31,,
Basement Canteen,16:16,phone,high,3,stormy,weekend,2024-10-06 16:16:42,,
Business Faculty Study Area,16:17,bag,very_high,1,cloudy,weekend,2024-10-06 16:17:02,,
Juice Bar,16:18,keys,very_high,3,sunny,weekend,2024-10-06 16:18:02,,
3rd Floor Study Area,16:31,document,very_high,1,sunny,weekend,2024-10-06 16:31:57,,
Anohana Canteen,16:38,document,high,6,cloudy,weekend,2024-10-06 16:38:31,,
New Building Canteen,16:38,phone,medium,3,sunny,weekend,2024-10-06 16:38:46,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,17:09,keys,very_high,1,rainy,weekend,2024-10-06 17:09:30,,
Bird Nest Canteen,17:16,keys,very_high,7,cloudy,weekend,2024-10-06 17:16:30,,
P and S Cafeteria,17:30,phone,very_high,6,sunny,weekend,2024-10-06 17:30:11,,
Anohana Canteen,17:58,laptop,high,7,stormy,weekend,2024-10-06 17:58:56,,
Bird Nest Study Area,17:59,document,very_high,6,rainy,weekend,2024-10-06 17:59:21,,
Study Area 4th Floor New Building,18:30,other,low,2,sunny,weekend,2024-10-06 18:30:15,,
Old Library Space,18:33,phone,low,3,sunny,weekend,2024-10-06 18:33:05,,
P and S Cafeteria,18:39,bag,low,16,stormy,weekend,2024-10-06 18:39:57,,
Library,19:03,other,low,2,sunny,weekend,2024-10-06 19:03:34,,
P and S Cafeteria,19:35,phone,low,6,cloudy,weekend,2024-10-06 19:35:28,,
Library,21:46,phone,low,4,stormy,weekend,2024-10-06 21:46:51,,
New Building Bio Laboratory outside space Storage Cabins,08:08,document,very_high,1,sunny,weekday,2024-10-07 08:08:05,,
Bird Nest Canteen,08:12,keys,very_high,4,sunny,weekday,2024-10-07 08:12:34,,
Anohana Canteen,08:16,other,very_high,9,cloudy,weekday,2024-10-07 08:16:25,,
P and S Cafeteria,08:53,document,very_high,12,cloudy,weekday,2024-10-07 08:53:17,,
Bird Nest Canteen,09:28,phone,high,5,stormy,weekday,2024-10-07 09:28:12,,
Anohana Canteen,09:38,other,high,6,sunny,weekday,2024-10-07 09:38:06,,
Basement Canteen,09:38,other,medium,3,sunny,weekday,2024-10-07 09:38:50,,
Old Library Space,09:48,bag,high,2,sunny,weekday,2024-10-07 09:48:39,,
P and S Cafeteria,09:52,other,medium,9,sunny,weekday,2024-10-07 09:52:00,,
Library,09:54,keys,high,3,stormy,weekday,2024-10-07 09:54:48,,
Bird Nest Study Area,09:56,keys,high,5,stormy,weekday,2024-10-07 09:56:28,,
3rd Floor Study Area,10:09,wallet,medium,1,rainy,weekday,2024-10-07 10:09:17,,
New Building Canteen,10:09,bag,medium,10,cloudy,weekday,2024-10-07 10:09:34,,
Library outdoor Space storage,10:21,wallet,medium,2,cloudy,weekday,2024-10-07 10:21:29,,
Main Building 5th floor outside space Storage Cabin,10:25,phone,high,2,rainy,weekday,2024-10-07 10:25:38,,
Study Area 4th Floor New Building,10:41,laptop,high,5,cloudy,weekday,2024-10-07 10:41:14,,
P and S Cafeteria,10:56,wallet,medium,10,sunny,weekday,2024-10-07 10:56:21,,
Bird Nest Canteen,11:02,keys,high,7,rainy,weekday,2024-10-07 11:02:56,,
Juice Bar,11:10,wallet,medium,1,stormy,weekday,2024-10-07 11:10:02,,
Anohana Canteen,11:15,wallet,high,6,cloudy,weekday,2024-10-07 11:15:07,,
Basement Canteen,11:51,phone,medium,1,sunny,weekday,2024-10-07 11:51:40,,
Business Faculty Study Area,11:57,wallet,high,3,sunny,weekday,2024-10-07 11:57:09,,
Old Library Space,12:01,keys,very_high,8,cloudy,weekday,2024-10-07 12:01:04,,
P and S Cafeteria,12:03,wallet,very_high,5,sunny,weekday,2024-10-07 12:03:51,,
Bird Nest Study Area,12:05,wallet,very_high,1,stormy,weekday,2024-10-07 12:05:29,,
Library,12:10,wallet,very_high,4,rainy,weekday,2024-10-07 12:10:47,,
Bird Nest Canteen,12:30,bag,very_high,7,cloudy,weekday,2024-10-07 12:30:54,,
New Building Canteen,12:31,wallet,very_high,2,stormy,weekday,2024-10-07 12:31:35,,
Anohana Canteen,12:51,wallet,very_high,3,cloudy,weekday,2024-10-07 12:51:34,,
P and S Cafeteria,12:55,document,very_high,3,sunny,weekday,2024-10-07 12:55:17,,
Juice Bar,13:45,other,very_high,5,rainy,weekday,2024-10-07 13:45:11,,
Basement Canteen,14:08,phone,high,3,sunny,weekday,2024-10-07 14:08:39,,
Study Area 4th Floor New Building,14:15,other,high,2,stormy,weekday,2024-10-07 14:15:33,,
P and S Cafeteria,14:16,document,high,10,sunny,weekday,2024-10-07 14:16:19,,
Anohana Canteen,14:16,laptop,high,7,cloudy,weekday,2024-10-07 14:16:46,,
Bird Nest Canteen,14:20,phone,high,5,cloudy,weekday,2024-10-07 14:20:03,,
New Building Bio Laboratory outside space Storage Cabins,14:25,phone,medium,2,cloudy,weekday,2024-10-07 14:25:00,,
New Building Canteen,14:28,phone,high,7,stormy,weekday,2024-10-07 14:28:26,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,14:29,other,high,1,rainy,weekday,2024-10-07 14:29:54,,
3rd Floor Study Area,14:38,bag,medium,1,sunny,weekday,2024-10-07 14:38:05,,
Old Library Space,14:50,document,high,3,rainy,weekday,2024-10-07 14:50:20,,
Business Faculty Study Area,14:51,phone,high,3,sunny,weekday,2024-10-07 14:51:39,,
Library,15:06,phone,medium,4,sunny,weekday,2024-10-07 15:06:14,,
P and S Cafeteria,15:19,wallet,high,9,sunny,weekday,2024-10-07 15:19:52,,
Anohana Canteen,15:21,other,high,5,rainy,weekday,2024-10-07 15:21:49,,
Bird Nest Canteen,15:43,wallet,high,9,cloudy,weekday,2024-10-07 15:43:21,,
Bird Nest Study Area,15:48,bag,high,1,rainy,weekday,2024-10-07 15:48:52,,
Juice Bar,15:48,other,high,4,sunny,weekday,2024-10-07 15:48:59,,
Basement Canteen,16:08,other,high,4,sunny,weekday,2024-10-07 16:08:49,,
New Building Canteen,16:21,document,high,3,rainy,weekday,2024-10-07 16:21:45,,
P and S Cafeteria,16:30,other,high,3,cloudy,weekday,2024-10-07 16:30:17,,
Main Building 5th floor outside space Storage Cabin,16:54,phone,high,1,sunny,weekday,2024-10-07 16:54:14,,
Anohana Canteen,16:56,laptop,high,7,cloudy,weekday,2024-10-07 16:56:32,,
Library,17:05,phone,medium,6,cloudy,weekday,2024-10-07 17:05:04,,
Business Faculty Study Area,17:10,wallet,high,2,cloudy,weekday,2024-10-07 17:10:18,,
Library outdoor Space storage,17:12,laptop,high,1,stormy,weekday,2024-10-07 17:12:31,,
3rd Floor Study Area,17:16,other,high,1,stormy,weekday,2024-10-07 17:16:43,,
P and S Cafeteria,17:16,other,high,7,sunny,weekday,2024-10-07 17:16:48,,
Study Area 4th Floor New Building,17:25,keys,medium,2,rainy,weekday,2024-10-07 17:25:25,,
Old Library Space,17:26,wallet,high,2,cloudy,weekday,2024-10-07 17:26:51,,
Bird Nest Canteen,17:29,other,high,4,sunny,weekday,2024-10-07 17:29:17,,
P and S Cafeteria,18:39,phone,low,3,sunny,weekday,2024-10-07 18:39:54,,
Library,18:55,other,low,7,cloudy,weekday,2024-10-07 18:55:05,,
Bird Nest Study Area,19:11,laptop,low,3,cloudy,weekday,2024-10-07 19:11:18,,
P and S Cafeteria,19:36,phone,low,4,rainy,weekday,2024-10-07 19:36:34,,
Library,20:45,laptop,low,2,stormy,weekday,2024-10-07 20:45:34,,
P and S Cafeteria,08:48,document,very_high,5,sunny,weekday,2024-10-08 08:48:47,,
Library,08:55,bag,very_high,5,cloudy,weekday,2024-10-08 08:55:33,,
Bird Nest Canteen,08:58,bag,very_high,4,cloudy,weekday,2024-10-08 08:58:44,,
Anohana Canteen,09:00,bag,medium,3,rainy,weekday,2024-10-08 09:00:22,,
Basement Canteen,09:01,bag,high,6,rainy,weekday,2024-10-08 09:01:15,,
P and S Cafeteria,09:35,other,medium,7,rainy,weekday,2024-10-08 09:35:08,,
Bird Nest Canteen,09:58,document,high,7,sunny,weekday,2024-10-08 09:58:34,,
3rd Floor Study Area,10:05,keys,high,1,stormy,weekday,2024-10-08 10:05:48,,
New Building Canteen,10:14,document,high,2,cloudy,weekday,2024-10-08 10:14:42,,
Main Building 5th floor outside space Storage Cabin,10:22,wallet,high,1,sunny,weekday,2024-10-08 10:22:05,,
Basement Canteen,10:24,wallet,medium,7,cloudy,weekday,2024-10-08 10:24:47,,
Anohana Canteen,10:29,document,medium,8,sunny,weekday,2024-10-08 10:29:13,,
Library outdoor Space storage,10:33,phone,high,1,sunny,weekday,2024-10-08 10:33:34,,
Bird Nest Study Area,10:39,bag,medium,4,rainy,weekday,2024-10-08 10:39:27,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,10:40,other,high,1,cloudy,weekday,2024-10-08 10:40:38,,
Old Library Space,10:40,phone,high,6,sunny,weekday,2024-10-08 10:40:55,,
Juice Bar,10:53,bag,high,5,stormy,weekday,2024-10-08 10:53:25,,
Library,10:59,document,high,1,sunny,weekday,2024-10-08 10:59:09,,
P and S Cafeteria,11:00,laptop,high,6,cloudy,weekday,2024-10-08 11:00:08,,
Business Faculty Study Area,11:01,laptop,high,1,rainy,weekday,2024-10-08 11:01:40,,
Bird Nest Canteen,11:21,keys,medium,7,cloudy,weekday,2024-10-08 11:21:01,,
New Building Canteen,11:46,other,medium,2,cloudy,weekday,2024-10-08 11:46:43,,
Anohana Canteen,11:59,laptop,medium,9,sunny,weekday,2024-10-08 11:59:27,,
P and S Cafeteria,12:08,keys,very_high,8,cloudy,weekday,2024-10-08 12:08:11,,
Basement Canteen,12:11,keys,very_high,5,sunny,weekday,2024-10-08 12:11:21,,
Study Area 4th Floor New Building,12:15,bag,very_high,1,sunny,weekday,2024-10-08 12:15:02,,
Bird Nest Canteen,12:30,bag,very_high,5,sunny,weekday,2024-10-08 12:30:54,,
New Building Bio Laboratory outside space Storage Cabins,12:49,bag,very_high,1,cloudy,weekday,2024-10-08 12:49:21,,
Juice Bar,12:52,phone,very_high,1,sunny,weekday,2024-10-08 12:52:21,,
P and S Cafeteria,12:54,phone,very_high,3,rainy,weekday,2024-10-08 12:54:46,,
New Building Canteen,13:11,wallet,very_high,4,cloudy,weekday,2024-10-08 13:11:11,,
Anohana Canteen,13:11,phone,very_high,6,rainy,weekday,2024-10-08 13:11:21,,
3rd Floor Study Area,13:15,document,very_high,1,cloudy,weekday,2024-10-08 13:15:38,,
Old Library Space,13:27,bag,very_high,1,sunny,weekday,2024-10-08 13:27:02,,
Basement Canteen,13:47,bag,very_high,2,cloudy,weekday,2024-10-08 13:47:49,,
Bird Nest Study Area,13:57,keys,very_high,1,cloudy,weekday,2024-10-08 13:57:01,,
Business Faculty Study Area,14:00,bag,medium,2,stormy,weekday,2024-10-08 14:00:46,,
Library,14:02,keys,medium,2,cloudy,weekday,2024-10-08 14:02:55,,
Anohana Canteen,14:15,other,high,10,cloudy,weekday,2024-10-08 14:15:37,,
Bird Nest Canteen,14:16,other,high,7,rainy,weekday,2024-10-08 14:16:09,,
P and S Cafeteria,14:16,wallet,medium,8,stormy,weekday,2024-10-08 14:16:45,,
New Building Canteen,15:10,laptop,medium,7,stormy,weekday,2024-10-08 15:10:53,,
P and S Cafeteria,15:17,wallet,medium,8,cloudy,weekday,2024-10-08 15:17:35,,
Basement Canteen,15:18,document,high,3,rainy,weekday,2024-10-08 15:18:03,,
Juice Bar,15:22,other,high,9,cloudy,weekday,2024-10-08 15:22:43,,
Library outdoor Space storage,15:27,document,high,1,sunny,weekday,2024-10-08 15:27:35,,
Anohana Canteen,15:32,keys,medium,6,sunny,weekday,2024-10-08 15:32:12,,
Study Area 4th Floor New Building,15:35,laptop,medium,4,rainy,weekday,2024-10-08 15:35:13,,
Bird Nest Canteen,15:38,document,high,5,rainy,weekday,2024-10-08 15:38:34,,
Business Faculty Study Area,16:08,document,medium,3,sunny,weekday,2024-10-08 16:08:20,,
P and S Cafeteria,16:08,document,high,6,stormy,weekday,2024-10-08 16:08:49,,
Basement Canteen,16:39,wallet,medium,3,rainy,weekday,2024-10-08 16:39:01,,
Library,16:42,keys,high,5,cloudy,weekday,2024-10-08 16:42:29,,
Old Library Space,16:49,phone,high,2,stormy,weekday,2024-10-08 16:49:03,,
Bird Nest Canteen,16:57,keys,high,4,rainy,weekday,2024-10-08 16:57:02,,
3rd Floor Study Area,17:01,wallet,medium,5,cloudy,weekday,2024-10-08 17:01:06,,
Anohana Canteen,17:12,document,medium,5,rainy,weekday,2024-10-08 17:12:42,,
P and S Cafeteria,17:33,phone,high,5,sunny,weekday,2024-10-08 17:33:31,,
New Building Bio Laboratory outside space Storage Cabins,17:38,wallet,high,3,sunny,weekday,2024-10-08 17:38:31,,
Bird Nest Study Area,17:39,phone,high,3,sunny,weekday,2024-10-08 17:39:04,,
Study Area 4th Floor New Building,18:42,document,low,1,rainy,weekday,2024-10-08 18:42:05,,
P and S Cafeteria,18:46,bag,low,9,sunny,weekday,2024-10-08 18:46:44,,
Library,19:31,laptop,low,4,sunny,weekday,2024-10-08 19:31:43,,
Old Library Space,19:31,laptop,low,4,sunny,weekday,2024-10-08 19:31:57,,
P and S Cafeteria,19:46,wallet,low,9,stormy,weekday,2024-10-08 19:46:56,,
Library,21:19,wallet,low,4,sunny,weekday,2024-10-08 21:19:06,,
Library,08:12,phone,very_high,2,cloudy,weekday,2024-10-09 08:12:19,,
Old Library Space,08:24,bag,very_high,6,cloudy,weekday,2024-10-09 08:24:25,,
P and S Cafeteria,08:41,keys,very_high,5,stormy,weekday,2024-10-09 08:41:58,,
New Building Bio Laboratory outside space Storage Cabins,08:46,document,very_high,1,sunny,weekday,2024-10-09 08:46:33,,
Library outdoor Space storage,08:46,phone,very_high,1,rainy,weekday,2024-10-09 08:46:56,,
Bird Nest Study Area,08:51,other,very_high,2,stormy,weekday,2024-10-09 08:51:00,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,08:53,keys,very_high,1,sunny,weekday,2024-10-09 08:53:17,,
Anohana Canteen,09:04,laptop,high,12,cloudy,weekday,2024-10-09 09:04:27,,
Juice Bar,09:07,bag,high,5,cloudy,weekday,2024-10-09 09:07:52,,
Bird Nest Canteen,09:07,phone,high,6,cloudy,weekday,2024-10-09 09:07:54,,
Business Faculty Study Area,09:14,bag,high,3,cloudy,weekday,2024-10-09 09:14:38,,
New Building Canteen,09:47,laptop,high,1,cloudy,weekday,2024-10-09 09:47:19,,
P and S Cafeteria,09:54,bag,medium,4,sunny,weekday,2024-10-09 09:54:41,,
Anohana Canteen,10:15,other,high,5,cloudy,weekday,2024-10-09 10:15:34,,
Library,10:18,laptop,high,7,cloudy,weekday,2024-10-09 10:18:22,,
3rd Floor Study Area,10:21,phone,high,5,cloudy,weekday,2024-10-09 10:21:15,,
Bird Nest Canteen,10:22,laptop,high,8,sunny,weekday,2024-10-09 10:22:00,,
Basement Canteen,10:38,document,medium,5,stormy,weekday,2024-10-09 10:38:28,,
P and S Cafeteria,10:47,bag,medium,8,cloudy,weekday,2024-10-09 10:47:12,,
Juice Bar,10:52,bag,medium,7,rainy,weekday,2024-10-09 10:52:36,,
Study Area 4th Floor New Building,11:30,bag,high,2,cloudy,weekday,2024-10-09 11:30:36,,
New Building Canteen,11:33,other,high,3,cloudy,weekday,2024-10-09 11:33:18,,
Old Library Space,11:33,laptop,high,2,sunny,weekday,2024-10-09 11:33:38,,
Bird Nest Study Area,11:36,phone,medium,3,sunny,weekday,2024-10-09 11:36:36,,
